,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Raw PDF,quarter(10yrs),ScripCode,Revenue,Financing Profit,Financing Margin %,Gross NPA %,Net NPA %
271,15050,10441,4609,31%,2,2340,114,2157,25%,1618,6.20,,Sep 2020,532978,,,,,
272,15959,10799,5159,32%,2,2258,124,2779,25%,2082,8.11,,Dec 2020,532978,,,,,
273,15387,10746,4641,30%,1,2147,135,2358,26%,1745,6.15,,Mar 2021,532978,,,,,
274,13949,9860,4090,29%,0,2190,132,1767,19%,1433,5.23,,Jun 2021,532978,,,,,
275,18008,12696,5312,30%,0,2382,138,2792,28%,1998,7.05,,Sep 2021,532978,,,,,
276,17587,11783,5804,33%,33,2445,143,3249,28%,2349,7.89,,Dec 2021,532978,,,,,
277,18862,12769,6093,32%,0,2481,149,3462,27%,2534,8.46,,Mar 2022,532978,,,,,
278,15888,9573,6315,40%,0,2564,157,3594,28%,2578,8.23,,Jun 2022,532978,,,,,
279,20803,13416,7387,36%,0,2961,168,4258,30%,2997,9.77,,Sep 2022,532978,,,,,
280,21755,13924,7831,36%,0,3241,172,4419,25%,3300,11.19,,Dec 2022,532978,,,,,
281,23625,15470,8154,35%,2,3436,181,4540,27%,3335,11.11,,Mar 2023,532978,,,,,
282,6256,5839,417,7%,35,14,105,333,19%,271,4.19,,Mar 2020,540376,,,,,
283,3883,3771,112,3%,51,9,95,59,32%,40,0.62,,Jun 2020,540376,,,,,
284,5306,4977,330,6%,52,9,101,272,27%,199,3.07,,Sep 2020,540376,,,,,
285,7542,6853,689,9%,45,11,114,609,27%,447,6.90,,Dec 2020,540376,,,,,
286,7412,6799,613,8%,48,12,105,544,24%,414,6.39,,Mar 2021,540376,,,,,
287,5183,4959,224,4%,31,11,107,137,31%,95,1.47,,Jun 2021,540376,,,,,
288,7789,7120,669,9%,28,12,116,568,26%,418,6.45,,Sep 2021,540376,,,,,
289,9218,8351,866,9%,26,14,128,750,26%,553,8.53,,Dec 2021,540376,,,,,
290,8786,8047,739,8%,33,17,146,609,30%,427,6.59,,Mar 2022,540376,,,,,
291,10038,9030,1008,10%,29,17,145,875,27%,643,9.93,,Jun 2022,540376,,,,,
292,10638,9746,892,8%,36,18,162,748,8%,686,10.59,,Sep 2022,540376,,,,,
293,11569,10604,965,8%,32,17,168,812,27%,590,9.10,,Dec 2022,540376,,,,,
294,10594,9823,772,7%,33,16,164,625,26%,460,7.10,,Mar 2023,540376,,,,,
295,10854,8411,2444,23%,200,506,678,1459,-122%,3237,112.26,,Mar 2020,532538,,,,,
296,7671,5594,2077,27%,121,394,651,1153,31%,793,27.52,,Jun 2020,532538,,,,,
297,10387,7689,2698,26%,214,358,677,1876,30%,1310,45.36,,Sep 2020,532538,,,,,
298,12262,9160,3102,25%,260,356,674,2332,32%,1585,54.89,,Dec 2020,532538,,,,,
299,14406,10715,3690,26%,24,377,698,2639,33%,1774,61.50,,Mar 2021,532538,,,,,
300,11830,8522,3307,28%,205,326,660,2527,33%,1700,58.99,,Jun 2021,532538,,,,,
301,12017,9302,2715,23%,140,230,677,1947,33%,1310,45.50,,Sep 2021,532538,,,,,
302,12985,10566,2419,19%,71,182,674,1634,-5%,1710,59.16,,Dec 2021,532538,,,,,
303,15767,12695,3073,19%,253,206,703,2416,-8%,2614,90.78,,Mar 2022,532538,,,,,
304,15164,12069,3095,20%,110,216,695,2293,31%,1582,54.87,,Jun 2022,532538,,,,,
305,13893,12028,1865,13%,146,200,708,1103,31%,759,26.18,,Sep 2022,532538,,,,,
306,15521,13185,2336,15%,130,215,723,1527,30%,1063,36.66,,Dec 2022,532538,,,,,
307,18662,15340,3322,18%,123,191,762,2492,33%,1670,57.71,,Mar 2023,532538,,,,,
308,15750,12631,3119,20%,591,165,580,2966,21%,2345,4.07,,Mar 2020,507685,,,,,
309,14923,11734,3189,21%,652,130,615,3095,22%,2412,4.18,,Jun 2020,507685,,,,,
310,15097,11660,3437,23%,555,127,658,3207,23%,2484,4.31,,Sep 2020,507685,,,,,
311,15670,11553,4117,26%,664,140,791,3850,22%,2998,5.19,,Dec 2020,507685,,,,,
312,16245,12218,4028,25%,534,112,699,3750,21%,2974,5.42,,Mar 2021,507685,,,,,
313,18467,14272,4195,23%,579,75,826,3873,16%,3248,5.92,,Jun 2021,507685,,,,,
314,19669,15500,4169,21%,505,146,772,3756,22%,2931,5.35,,Sep 2021,507685,,,,,
315,20315,16134,4181,21%,484,140,746,3779,21%,2972,5.42,,Dec 2021,507685,,,,,
316,20861,16724,4136,20%,502,172,734,3732,17%,3092,5.63,,Mar 2022,507685,,,,,
317,21529,17671,3858,18%,472,204,774,3352,24%,2559,4.68,,Jun 2022,507685,,,,,
318,22540,18605,3934,17%,510,227,797,3420,23%,2649,4.85,,Sep 2022,507685,,,,,
319,23229,18682,4547,20%,641,290,923,3975,23%,3065,5.56,,Dec 2022,507685,,,,,
320,23190,18685,4505,19%,646,286,847,4018,23%,3094,5.60,,Mar 2023,507685,,,,,
321,109466,93828,15638,14%,2245,1536,7457,8890,39%,5459,3.96,,Dec 2019,500312,,,,,
322,104374,100837,3537,3%,-5128,2314,6775,-10680,37%,-6726,-5.04,,Mar 2020,500312,,,,,
323,62496,54218,8278,13%,1198,1627,5848,2002,46%,1085,0.09,,Jun 2020,500312,,,,,
324,83619,69750,13869,17%,1371,1179,5624,8438,33%,5675,3.35,,Sep 2020,500312,,,,,
325,100289,89009,11279,11%,2379,1158,6495,6006,39%,3637,2.00,,Dec 2020,500312,,,,,
326,114124,98639,15485,14%,6883,1116,7572,13681,20%,10963,7.52,,Mar 2021,500312,,,,,
327,108105,91822,16283,15%,1775,1440,6423,10194,33%,6847,4.76,,Jun 2021,500312,,,,,
328,122066,104270,17796,15%,1913,1377,6230,12102,-55%,18749,14.35,,Sep 2021,500312,,,,,
329,145673,124306,21367,15%,2882,1388,6850,16011,27%,11637,8.69,,Dec 2021,500312,,,,,
330,155920,131888,24032,15%,623,1491,7380,15784,24%,12061,8.39,,Mar 2022,500312,,,,,
331,182894,164039,18855,10%,1617,1640,6611,12221,30%,8581,9.49,,Jun 2022,500312,,,,,
332,168656,155313,13343,8%,2317,1993,4443,9224,26%,6830,6.60,,Sep 2022,500312,,,,,
333,169213,147342,21871,13%,2804,2188,6784,15702,26%,11665,9.13,,Dec 2022,500312,,,,,
334,3325,2532,793,24%,43,41,91,704,25%,525,54.50,,Mar 2020,500790,,,,,
335,3050,2303,748,25%,38,41,92,652,25%,487,50.47,,Jun 2020,500790,,,,,
336,3542,2658,884,25%,34,40,91,786,25%,587,60.89,,Sep 2020,500790,,,,,
337,3433,2656,777,23%,31,42,96,670,28%,483,50.13,,Dec 2020,500790,,,,,
338,3611,2681,930,26%,30,54,94,812,26%,602,62.46,,Mar 2021,500790,,,,,
339,3477,2629,848,24%,29,52,95,730,26%,539,55.86,,Jun 2021,500790,,,,,
340,3883,2935,948,24%,34,52,96,834,26%,617,64.03,,Sep 2021,500790,,,,,
341,3748,2889,859,23%,-209,44,106,500,24%,379,39.36,,Dec 2021,500790,,,,,
342,3993,3072,921,23%,21,36,105,802,26%,591,61.27,,Mar 2022,500790,,,,,
343,4037,3217,819,20%,19,37,102,700,26%,515,53.45,,Jun 2022,500790,,,,,
344,4602,3598,1004,22%,31,37,98,899,26%,661,68.61,,Sep 2022,500790,,,,,
345,4257,3284,973,23%,30,45,99,859,27%,628,65.14,,Dec 2022,500790,,,,,
346,4831,3735,1095,23%,34,37,102,990,26%,737,76.40,,Mar 2023,500790,,,,,
347,62493,61802,691,1%,-2236,1953,5815,-9313,-4%,-9864,-32.03,,Mar 2020,500570,,,,,
348,31983,31300,683,2%,610,1877,5599,-6184,-36%,-8444,-27.32,,Jun 2020,500570,,,,,
349,53530,47432,6098,11%,638,1950,5601,-815,58%,-307,-1.02,,Sep 2020,500570,,,,,
350,75654,63521,12133,16%,289,2126,6129,4167,23%,2941,9.41,,Dec 2020,500570,,,,,
351,88628,75254,13374,15%,-12655,2145,6217,-7643,2%,-7585,-22.91,,Mar 2021,500570,,,,,
352,66406,61164,5243,8%,584,2203,6202,-2579,-68%,-4450,-13.41,,Jun 2021,500570,,,,,
353,61379,57262,4117,7%,862,2327,6123,-3472,-29%,-4416,-13.38,,Sep 2021,500570,,,,,
354,72229,65151,7078,10%,789,2401,6078,-612,-119%,-1451,-4.57,,Dec 2021,500570,,,,,
355,78439,70156,8283,11%,189,2381,6432,-341,-222%,-992,-3.11,,Mar 2022,500570,,,,,
356,71935,69522,2413,3%,2381,2421,5841,-3468,-44%,-4951,-15.08,,Jun 2022,500570,,,,,
357,79611,74039,5572,7%,1351,2487,5897,-1461,31%,-898,-2.84,,Sep 2022,500570,,,,,
358,88489,77668,10820,12%,1130,2676,6072,3203,8%,3043,8.91,,Dec 2022,500570,,,,,
359,105932,92818,13114,12%,1362,2642,7050,4784,-13%,5496,16.28,,Mar 2023,500570,,,,,
360,30391,21874,8516,28%,2886,2201,2613,6588,75%,1630,1.55,,Mar 2020,532555,,,,,
361,26195,17247,8948,34%,790,2465,2937,4336,32%,2949,2.92,,Jun 2020,532555,,,,,
362,27708,19195,8512,31%,857,2219,3015,4135,15%,3495,3.47,,Sep 2020,532555,,,,,
363,27526,18785,8741,32%,1988,2457,3042,5230,26%,3876,3.88,,Dec 2020,532555,,,,,
364,30103,22658,7444,25%,1785,2083,3457,3689,-26%,4649,4.68,,Mar 2021,532555,,,,,
365,29888,21026,8862,30%,1525,2465,3201,4722,27%,3444,3.52,,Jun 2021,532555,,,,,
366,32404,23423,8980,28%,1518,2212,3314,4972,26%,3691,3.71,,Sep 2021,532555,,,,,
367,33293,22319,10974,33%,799,2232,3452,6089,24%,4626,4.64,,Dec 2021,532555,,,,,
368,37085,25659,11426,31%,1027,2408,3821,6224,16%,5200,5.33,,Mar 2022,532555,,,,,
369,43177,32381,10796,25%,730,2477,3542,5508,28%,3978,4.06,,Jun 2022,532555,,,,,
370,44175,33808,10367,23%,1380,2652,3687,5408,37%,3418,3.44,,Sep 2022,532555,,,,,
371,44602,31783,12819,29%,747,3168,3715,6683,27%,4854,4.93,,Dec 2022,532555,,,,,
372,44253,32311,11942,27%,1084,2860,3848,6318,23%,4872,5.01,,Mar 2023,532555,,,,,
373,17887,14941,2946,16%,-683,1036,1108,119,-58%,188,0.96,,Mar 2020,500228,,,,,
374,11782,10494,1288,11%,132,1016,1047,-643,9%,-582,-2.32,,Jun 2020,500228,,,,,
375,19264,14850,4414,23%,199,959,1149,2505,36%,1595,6.59,,Sep 2020,500228,,,,,
376,21859,15918,5941,27%,147,977,1230,3881,31%,2669,11.09,,Dec 2020,500228,,,,,
377,26934,18494,8440,31%,90,1005,1253,6272,33%,4191,17.37,,Mar 2021,500228,,,,,
378,28902,18628,10274,36%,521,993,1183,8619,32%,5900,24.42,,Jun 2021,500228,,,,,
379,32503,22086,10417,32%,1549,936,1239,9791,27%,7179,29.66,,Sep 2021,500228,,,,,
380,38071,28939,9132,24%,176,1283,1764,6261,28%,4516,18.02,,Dec 2021,500228,,,,,
381,46895,37742,9153,20%,-508,1756,1815,5074,34%,3343,13.38,,Mar 2022,500228,,,,,
382,38086,33794,4292,11%,189,1422,1778,1281,34%,839,3.47,,Jun 2022,500228,,,,,
383,41778,40082,1696,4%,779,1523,1805,-853,-7%,-915,-3.51,,Sep 2022,500228,,,,,
384,39134,34643,4491,11%,188,1819,1882,978,52%,474,2.03,,Dec 2022,500228,,,,,
385,46962,39031,7931,17%,465,2138,2009,4249,12%,3741,15.16,,Mar 2023,500228,,,,,
386,10148,1645,8503,84%,1383,2535,3019,4333,24%,3313,4.75,,Mar 2020,532898,,,,,
387,9457,1116,8342,88%,-274,2203,2959,2906,30%,2048,2.94,,Jun 2020,532898,,,,,
388,9530,1096,8433,88%,354,2003,2895,3889,20%,3094,4.44,,Sep 2020,532898,,,,,
389,10142,1228,8915,88%,653,2047,3073,4447,24%,3368,4.83,,Dec 2020,532898,,,,,
390,10510,1618,8892,85%,360,1882,3112,4259,17%,3526,5.06,,Mar 2021,532898,,,,,
391,10219,1218,9001,88%,3720,2216,3112,7392,19%,5998,8.60,,Jun 2021,532898,,,,,
392,10267,1496,8771,85%,276,1885,3195,3968,15%,3376,4.84,,Sep 2021,532898,,,,,
393,10447,1415,9032,86%,277,1845,3286,4178,21%,3293,4.72,,Dec 2021,532898,,,,,
394,10687,1983,8704,81%,737,2091,3279,4071,-2%,4156,5.96,,Mar 2022,532898,,,,,
395,10905,1661,9245,85%,342,1960,3295,4331,12%,3801,5.45,,Jun 2022,532898,,,,,
396,11151,1785,9366,84%,199,2187,3317,4060,10%,3650,5.23,,Sep 2022,532898,,,,,
397,11262,1368,9893,88%,500,3012,3407,3975,8%,3645,5.23,,Dec 2022,532898,,,,,
398,12264,1433,10831,88%,294,2475,3314,5335,19%,4320,6.19,,Mar 2023,532898,,,,,
399,16315,14738,1577,10%,-943,1561,834,-1761,0%,-1754,-10.74,,Mar 2020,500520,,,,,
400,11969,9909,2060,17%,521,1593,820,168,68%,55,-0.79,,Jun 2020,500520,,,,,
401,19227,15722,3505,18%,-244,1589,861,810,82%,148,1.09,,Sep 2020,500520,,,,,
402,21626,19103,2523,12%,528,1516,847,687,77%,160,5.67,,Dec 2020,500520,,,,,
403,21456,18057,3399,16%,347,1403,850,1493,23%,1150,0.64,,Mar 2021,500520,,,,,
404,19172,18184,987,5%,565,1300,802,-550,40%,-332,3.41,,Jun 2021,500520,,,,,
405,21470,16578,4892,23%,690,1285,852,3445,28%,2491,15.51,,Sep 2021,500520,,,,,
406,23594,19068,4526,19%,815,1211,919,3211,23%,2485,15.99,,Dec 2021,500520,,,,,
407,25934,21657,4278,16%,1135,1222,935,3256,20%,2608,18.00,,Mar 2022,500520,,,,,
408,28412,24016,4397,15%,677,1219,960,2894,18%,2361,17.66,,Jun 2022,500520,,,,,
409,29870,24802,5068,17%,1348,1382,1092,3943,23%,3021,22.30,,Sep 2022,500520,,,,,
410,30620,25368,5253,17%,1185,1596,1110,3732,20%,2994,21.53,,Dec 2022,500520,,,,,
411,32366,26798,5568,17%,752,1634,1194,3492,14%,2998,21.20,,Mar 2023,500520,,,,,
412,696,472,224,32%,4,70,108,50,-28%,56,0.62,,Mar 2020,541450,,,,,
413,778,198,580,75%,29,448,110,51,61%,22,0.29,,Jun 2020,541450,,,,,
414,612,108,504,82%,106,484,119,7,-86%,17,0.12,,Sep 2020,541450,,,,,
415,749,142,607,81%,94,545,124,31,-33%,41,0.28,,Dec 2020,541450,,,,,
416,986,360,626,63%,83,476,133,100,-4%,104,0.67,,Mar 2021,541450,,,,,
417,977,223,754,77%,182,524,151,261,16%,219,1.40,,Jun 2021,541450,,,,,
418,1295,525,770,59%,115,613,164,108,7%,100,0.64,,Sep 2021,541450,,,,,
419,1400,357,1043,74%,71,813,260,41,-17%,49,0.31,,Dec 2021,541450,,,,,
420,1461,489,972,67%,111,667,274,142,15%,121,0.77,,Mar 2022,541450,,,,,
421,1635,687,948,58%,66,458,280,276,21%,214,1.35,,Jun 2022,541450,,,,,
422,1586,720,866,55%,100,498,298,170,14%,149,0.94,,Sep 2022,541450,,,,,
423,1973,1120,853,43%,216,617,330,122,52%,103,0.65,,Dec 2022,541450,,,,,
424,2598,334,2264,87%,265,1338,392,799,38%,507,3.20,,Mar 2023,541450,,,,,
425,3336,1195,2142,64%,494,467,430,1739,22%,1356,6.66,,Dec 2019,532921,,,,,
426,2921,2286,635,22%,439,368,450,257,-33%,340,1.65,,Mar 2020,532921,,,,,
427,2293,899,1394,61%,457,453,455,943,20%,758,3.73,,Jun 2020,532921,,,,,
428,2903,607,2296,79%,521,557,462,1798,22%,1394,6.83,,Sep 2020,532921,,,,,
429,3746,1056,2691,72%,528,612,594,2012,22%,1577,7.69,,Dec 2020,532921,,,,,
430,3608,1303,2304,64%,465,633,597,1539,14%,1321,6.34,,Mar 2021,532921,,,,,
431,4557,2326,2231,49%,421,530,609,1513,11%,1342,6.40,,Jun 2021,532921,,,,,
432,3923,1390,2533,65%,164,649,783,1265,17%,1050,4.87,,Sep 2021,532921,,,,,
433,4072,1473,2599,64%,656,668,784,1804,15%,1535,7.67,,Dec 2021,532921,,,,,
434,3845,1986,1859,48%,635,649,675,1170,12%,1033,4.85,,Mar 2022,532921,,,,,
435,5058,2969,2089,41%,486,629,840,1105,-7%,1177,5.48,,Jun 2022,532921,,,,,
436,5211,2320,2891,55%,441,577,854,1900,9%,1738,7.94,,Sep 2022,532921,,,,,
437,4786,2090,2696,56%,285,534,884,1564,15%,1337,6.09,,Dec 2022,532921,,,,,
438,27568,20839,6729,24%,1913,165,1029,7447,38%,4626,7.53,,Mar 2020,533278,,,,,
439,18487,15436,3051,16%,785,183,853,2800,26%,2078,3.37,,Jun 2020,533278,,,,,
440,21153,17178,3975,19%,1086,147,852,4061,27%,2952,4.78,,Sep 2020,533278,,,,,
441,23686,18521,5165,22%,649,155,916,4742,35%,3084,5.01,,Dec 2020,533278,,,,,
442,26700,20265,6435,24%,1224,157,1097,6406,28%,4589,7.44,,Mar 2021,533278,,,,,
443,25282,20439,4843,19%,681,148,1041,4336,27%,3174,5.14,,Jun 2021,533278,,,,,
444,23291,19354,3937,17%,782,141,934,3643,20%,2933,4.77,,Sep 2021,533278,,,,,
445,28434,21611,6822,24%,653,132,1041,6302,28%,4557,7.40,,Dec 2021,533278,,,,,
446,32709,23607,9102,28%,1767,121,1412,9335,28%,6715,10.86,,Mar 2022,533278,,,,,
447,35092,22865,12227,35%,995,150,994,12077,27%,8834,14.33,,Jun 2022,533278,,,,,
448,29838,22700,7139,24%,1761,135,1077,7687,21%,6044,9.81,,Sep 2022,533278,,,,,
449,35169,24781,10389,30%,1671,204,1262,10594,27%,7719,12.58,,Dec 2022,533278,,,,,
450,38152,31254,6898,18%,2282,195,1342,7642,28%,5528,8.98,,Mar 2023,533278,,,,,
451,3012,2434,578,19%,70,22,75,551,22%,428,24.51,,Mar 2020,540005,,,,,
452,2949,2357,592,20%,66,21,78,559,26%,416,23.92,,Jun 2020,540005,,,,,
453,2998,2313,686,23%,37,19,90,613,25%,457,26.10,,Sep 2020,540005,,,,,
454,3153,2421,732,23%,69,20,82,699,26%,519,29.70,,Dec 2020,540005,,,,,
455,3269,2554,716,22%,103,19,83,717,24%,546,31.20,,Mar 2021,540005,,,,,
456,3462,2815,648,19%,122,18,80,672,26%,497,28.39,,Jun 2021,540005,,,,,
457,3767,3034,733,19%,111,17,85,742,26%,552,31.48,,Sep 2021,540005,,,,,
458,6881,5454,1426,21%,166,31,152,1409,25%,1050,59.90,,Dec 2021,540005,,,,,
459,7129,5678,1451,20%,223,31,162,1481,25%,1109,63.25,,Mar 2022,540005,,,,,
460,4523,3692,831,18%,144,17,106,851,25%,634,36.13,,Jun 2022,540005,,,,,
461,8228,6592,1636,20%,161,38,196,1563,24%,1189,,,Sep 2022,540005,,,,,
462,8620,7245,1375,16%,152,38,178,1311,24%,1001,33.82,,Dec 2022,540005,,,,,
463,8691,7087,1604,18%,66,44,182,1444,23%,1114,37.65,,Mar 2023,540005,,,,,
464,4391,2427,1964,45%,470,16,553,1865,28%,1339,3.17,,Mar 2020,500188,,,,,
465,3989,2413,1576,40%,684,52,544,1664,18%,1359,3.22,,Jun 2020,500188,,,,,
466,5660,2708,2952,52%,390,68,652,2622,26%,1940,4.59,,Sep 2020,500188,,,,,
467,6033,2764,3269,54%,450,135,639,2945,25%,2200,5.21,,Dec 2020,500188,,,,,
468,6947,3072,3875,56%,295,131,696,3343,26%,2481,5.87,,Mar 2021,500188,,,,,
469,6531,2973,3558,54%,215,92,658,3023,34%,1983,4.69,,Jun 2021,500188,,,,,
470,6122,2787,3335,54%,311,82,702,2862,30%,2017,4.77,,Sep 2021,500188,,,,,
471,7990,3620,4370,55%,279,50,741,3858,30%,2701,6.39,,Dec 2021,500188,,,,,
472,8797,3834,4963,56%,277,66,816,4358,33%,2929,6.93,,Mar 2022,500188,,,,,
473,9387,4249,5138,55%,310,44,731,4673,34%,3093,7.32,,Jun 2022,500188,,,,,
474,8336,3928,4408,53%,367,51,798,3926,32%,2681,6.35,,Sep 2022,500188,,,,,
475,7866,4159,3707,47%,349,62,807,3187,32%,2157,5.10,,Dec 2022,500188,,,,,
476,8509,4250,4259,50%,356,176,928,3511,26%,2589,6.13,,Mar 2023,500188,,,,,
477,36009,31210,4799,13%,-2448,1934,2288,-1871,14%,-1615,-1.32,,Mar 2020,500470,,,,,
478,25475,24935,539,2%,261,2006,2175,-3381,-38%,-4648,-3.92,,Jun 2020,500470,,,,,
479,38940,32727,6213,16%,335,1948,2325,2274,27%,1665,1.39,,Sep 2020,500470,,,,,
480,41935,32367,9568,23%,152,1786,2342,5593,28%,4011,3.28,,Dec 2020,500470,,,,,
481,50028,35844,14184,28%,-569,1866,2392,9357,23%,7162,5.55,,Mar 2021,500470,,,,,
482,53465,37355,16111,30%,102,1811,2325,12077,19%,9768,7.41,,Jun 2021,500470,,,,,
483,60387,43931,16456,27%,972,1020,2289,14120,11%,12548,9.91,,Sep 2021,500470,,,,,
484,60783,44889,15894,26%,48,1532,2244,12166,21%,9598,7.84,,Dec 2021,500470,,,,,
485,69324,54294,15030,22%,177,1099,2243,11865,17%,9835,7.99,,Mar 2022,500470,,,,,
486,63430,48457,14973,24%,388,1218,2237,11906,35%,7714,6.36,,Jun 2022,500470,,,,,
487,59878,53817,6060,10%,412,1519,2348,2605,50%,1297,1.24,,Sep 2022,500470,,,,,
488,57084,53036,4048,7%,491,1768,2368,403,721%,-2502,-1.82,,Dec 2022,500470,,,,,
489,62962,55742,7219,11%,277,1794,2382,3321,53%,1566,1.39,,Mar 2023,500470,,,,,
490,1545,1244,301,19%,-19,10,50,222,30%,157,3.10,,Mar 2020,500331,,,,,
491,878,811,66,8%,20,9,46,32,50%,16,0.53,,Jun 2020,500331,,,,,
492,1880,1368,513,27%,22,9,48,478,25%,356,7.01,,Sep 2020,500331,,,,,
493,2299,1658,641,28%,22,12,49,601,26%,446,8.69,,Dec 2020,500331,,,,,
494,2236,1775,461,21%,15,7,57,411,25%,307,6.03,,Mar 2021,500331,,,,,
495,1937,1589,348,18%,8,10,57,290,25%,218,4.33,,Jun 2021,500331,,,,,
496,2626,2077,550,21%,15,12,60,491,24%,376,7.37,,Sep 2021,500331,,,,,
497,2851,2302,549,19%,9,11,60,487,26%,359,7.05,,Dec 2021,500331,,,,,
498,2507,2106,401,16%,16,9,62,346,26%,254,5.00,,Mar 2022,500331,,,,,
499,3101,2572,529,17%,14,9,61,473,24%,358,6.96,,Jun 2022,500331,,,,,
500,3011,2511,500,17%,14,12,64,439,23%,338,6.54,,Sep 2022,500331,,,,,
501,2998,2502,496,17%,7,15,69,419,27%,308,5.98,,Dec 2022,500331,,,,,
502,2689,2232,458,17%,23,12,76,393,27%,286,5.57,,Mar 2023,500331,,,,,
503,6816,5563,1253,18%,577,1,63,1765,23%,1354,46.79,,Mar 2020,532977,,,,,
504,3079,2803,276,9%,338,1,64,549,28%,396,13.67,,Jun 2020,532977,,,,,
505,7156,5890,1266,18%,342,3,64,1541,23%,1194,41.26,,Sep 2020,532977,,,,,
506,8910,7181,1729,19%,530,1,65,2193,22%,1716,59.31,,Dec 2020,532977,,,,,
507,8596,7074,1522,18%,505,2,66,1959,21%,1551,53.61,,Mar 2021,532977,,,,,
508,7386,6268,1118,15%,440,2,64,1492,22%,1170,40.44,,Jun 2021,532977,,,,,
509,8762,7362,1400,16%,1085,2,66,2417,16%,2040,70.49,,Sep 2021,532977,,,,,
510,9022,7650,1371,15%,489,2,70,1788,20%,1430,49.41,,Dec 2021,532977,,,,,
511,7975,6614,1361,17%,666,3,70,1954,22%,1526,52.74,,Mar 2022,532977,,,,,
512,8005,6719,1286,16%,320,4,68,1534,24%,1163,40.20,,Jun 2022,532977,,,,,
513,10203,8453,1750,17%,532,11,67,2203,22%,1719,59.42,,Sep 2022,532977,,,,,
514,9319,7561,1757,19%,271,8,75,1945,24%,1473,52.05,,Dec 2022,532977,,,,,
515,8929,7272,1657,19%,595,16,76,2160,21%,1705,60.25,,Mar 2023,532977,,,,,
516,118007,121119,-3112,-3%,-9521,2032,2653,-17317,51%,-8566,-5.51,,Mar 2020,530965,,,,,
517,60531,54269,6262,10%,887,1332,2613,3204,27%,2350,1.58,,Jun 2020,530965,,,,,
518,81709,71512,10197,12%,1285,320,2656,8506,28%,6165,4.27,,Sep 2020,530965,,,,,
519,101835,92050,9786,10%,1243,734,2723,7572,46%,4102,3.09,,Dec 2020,530965,,,,,
520,119874,105534,14340,12%,1280,1203,2949,11469,20%,9145,6.39,,Mar 2021,530965,,,,,
521,115503,104004,11499,10%,846,1383,2931,8030,24%,6141,4.33,,Jun 2021,530965,,,,,
522,133195,122006,11189,8%,1288,1114,3012,8351,25%,6235,4.39,,Sep 2021,530965,,,,,
523,165335,154565,10770,7%,1477,1119,3112,8016,22%,6261,4.35,,Dec 2021,530965,,,,,
524,175292,161019,14273,8%,717,1806,3292,9891,28%,7089,4.71,,Mar 2022,530965,,,,,
525,223414,217996,5418,2%,991,1908,3158,1344,34%,883,-0.20,,Jun 2022,530965,,,,,
526,208754,205477,3277,2%,1034,1554,3283,-527,-73%,-910,-0.70,,Sep 2022,530965,,,,,
527,205715,201411,4304,2%,1731,2122,3451,462,-93%,890,0.55,,Dec 2022,530965,,,,,
528,203872,186173,17699,9%,1305,1957,3288,13759,21%,10841,7.29,,Mar 2023,530965,,,,,
529,2622,2405,218,8%,88,11,65,230,25%,172,4.83,,Mar 2020,500550,,,,,
530,1207,1223,-16,-1%,82,5,66,-5,2%,-5,-0.13,,Jun 2020,500550,,,,,
531,3519,3072,447,13%,61,6,63,440,26%,328,9.20,,Sep 2020,500550,,,,,
532,2901,2540,361,12%,85,4,62,381,24%,290,8.14,,Dec 2020,500550,,,,,
533,3354,2913,441,13%,66,5,58,445,26%,328,9.22,,Mar 2021,500550,,,,,
534,2613,2388,225,9%,48,6,54,214,24%,162,4.53,,Jun 2021,500550,,,,,
535,3877,3454,424,11%,65,6,54,429,25%,323,9.07,,Sep 2021,500550,,,,,
536,3110,2782,328,11%,59,5,53,329,25%,245,6.89,,Dec 2021,500550,,,,,
537,3475,3045,430,12%,74,10,52,441,25%,329,9.24,,Mar 2022,500550,,,,,
538,3915,3536,379,10%,73,4,52,396,26%,294,8.25,,Jun 2022,500550,,,,,
539,4331,3862,470,11%,391,14,52,795,17%,663,18.61,,Sep 2022,500550,,,,,
540,3645,3096,549,15%,95,5,52,588,26%,438,12.29,,Dec 2022,500550,,,,,
541,4465,3910,555,12%,188,7,54,682,24%,516,14.49,,Mar 2023,500550,,,,,
542,341,138,203,60%,203,0,0,407,23%,312,1.54,,Mar 2020,540777,,,,,
543,14582,14138,444,3%,39,0,0,482,7%,451,2.23,,Jun 2020,540777,,,,,
544,16518,16224,294,2%,51,0,0,346,5%,328,1.62,,Sep 2020,540777,,,,,
545,21242,20982,260,1%,46,0,0,307,14%,263,1.30,,Dec 2020,540777,,,,,
546,19186,19000,185,1%,309,0,0,494,35%,319,1.58,,Mar 2021,540777,,,,,
547,14786,14619,166,1%,106,0,0,272,1%,270,1.33,,Jun 2021,540777,,,,,
548,20548,20420,128,1%,164,0,0,292,6%,276,1.36,,Sep 2021,540777,,,,,
549,14311,14137,174,1%,121,0,0,295,7%,275,1.36,,Dec 2021,540777,,,,,
550,17482,17228,253,1%,374,0,0,628,19%,506,2.40,,Mar 2022,540777,,,,,
551,6690,6386,304,5%,74,0,0,378,4%,361,1.71,,Jun 2022,540777,,,,,
552,23083,22815,268,1%,87,0,0,355,7%,329,1.53,,Sep 2022,540777,,,,,
